,title,category
737,유럽의약청  셀트리온 코로나   치료제 승인 권고,IT
738,셀트리온 코로나   치료제  유럽서  승인 권고  의견 획득,IT
739,EMA  셀트리온 코로나 항체치료제 승인 권고 뉴욕증시  인플레 우려에 혼조세 모닝브리핑 ,IT
740,흰 독성 거품 뒤덮인 강 알고도 인도인들이 몸 담그는 이유,IT
741, 인도에 눈이 내렸나  독성 거품 뒤덮인 강에서 태양신 축제 이 시각 ,IT
742,  북동부 일대    년만에 최대 폭설 정전 피해 등 우려,IT
743,중국 네이멍구   년 만의 최대 폭설 동북지방 피해 속출,IT
744,아파르트헤이트 끝낸 남아공 전 대통령 데 클레르크 사망,IT
745, 노벨평화상 수상  데 클레르크 전 남아공 대통령 별세,IT
746, 테슬라  팔까  투표한 머스크   일간  조원어치 매각 종합  ,IT
747, 주식 진짜 팔았다    트위터에 머스크가 올린 글,IT
748,푸틴 메르켈  벨라루스 난민 사태 재차 논의  조속히 해결돼야 ,IT
749,벨라루스 폴란드  난민 갈등   러 EU 힘겨루기 번져,IT
750,아베  자민당 최대 파벌 복귀 첫 일성  헌법 개정하겠다 ,IT
751, 자민 최대 파벌  아베파  시동  헌법 논의 선두에 서자 ,IT
752,OPEC  내년 석유 수요 살아난다  WTI       국제유가 ,IT
753, OPEC  유가 상승에 수요 둔화  전망에 소폭 상승 뉴욕유가 ,IT
754,신임 일본 외무상  한국과 소통 강화  징용 위안부 기존입장 유지,IT
755,신임  외무상  징용 위안부 문제  한국이 해법 내놔야 ,IT
756,  연구진  코로나 모든 변이 차단하는 항체 찾아냈다,IT
757, 코로나 치료 예방에 효과적  미국 연구진  변이 바이러스 맞설 항체 발견,IT
758, 뉴스딱   당신 덕분에 성장    년 전 퇴사자도 한우 챙겨준 회사,IT
759, 뉴스딱  사설 구급차가 연예인 택시   이동 중 나았다  황당 변명,IT
760, 뉴스딱  후진하다 아이 쳐서 깔릴 뻔 했는데 명함만 주고  휑 ,IT
761, 뉴스딱   강아지가 아니었다고   이웃들 떨게 한 반려견의 정체,IT
762,U tv서 월  만    원에 디즈니  본다,IT
763,LGU   KT  디즈니  요금제  출시 디즈니  개시 맞춰 마케팅 경쟁,IT
764,디즈니   오늘부터 한국서 스트리밍 월     원,IT
765, TV로 엘사 바로 틀어주세요    LGU   디즈니 요금제 출시,IT
766, 이런 게임에 누가 돈 쓸까 했는데  욕하면서도 리니지 왜 할까 ,IT
767, 메타버스 NFT 신성장 동력으로 자리잡을것  엔씨소프트  목표가     ,IT
768, 린저씨  분노에 엔씨 영업익 반토막    그래도 믿을 건 리니지 ,IT
769,엔씨소프트  리니지W 성공으로 실적 반등 기대 메리츠,IT
770,네오위즈  분기 영업익 적자 전환    내년 블록체인 게임 낼 것 ,IT
771,네오위즈   분기 영업손실   억원  적자전환 ,IT
772,갤Z플립   미국 타임지  올해 최고의 발명품 으로 선정,IT
773,삼성전자 갤럭시Z플립  타임지  올해 최고 발명품 ,IT
774, 엔씨소프트  블록체인 NFT 게임 내년 서비스  컨콜 ,IT
775,엔씨소프트 실적 감소에도 장중 상한가 터치 왜 ,IT
776,서울 구로 영등포 KT 또 인터넷 장애 현재     복구,IT
777,KT  또 구로 영등포서 통신장애 이번엔 외부요인,IT
778,과기정통부  정보통신사고 위기대응 안전한국훈련 실시,IT
779, 지진으로 통신 장애 생긴다면  정보통신사고 위기 대응 훈련 진행,IT
780,크래프톤  연매출  조 클럽 초읽기  NFT는 긍정적이지만    ,IT
781, 든든한 배그  크래프톤   Q 매출     억원 전년      ,IT
782, 코인브리핑 인플레 우려에 비트코인 사상 최고가 숨고르기 하락세,IT
783, 코인브리핑   한 박자 쉬어가기   비트코인 보합세,IT
784, 코인브리핑  비트코인 이더리움 나란히 신고가,IT
785, 코인브리핑  비트코인     만원 재돌파 도전,IT
786, 사이언스N사피엔스  아인슈타인이 노벨상을 받은 업적  광전효과 ,IT
787, 사이언스N사피엔스 빛나는 흑체    세기를 열다,IT
788, 사이언스N사피엔스  푸딩 같기도  태양계 같기도 원자모형의 진화,IT
789, 사이언스N사피엔스  전자의 발견,IT
