,Ingredient,Category,predict,OX
1763,닭 낙지 새우 그린 홍합 양파 대파 고추 청양고추,Korean,Korean,O
1764,물 비엔나소시지 배추 떡볶이 떡 사각 어묵 만두 슬 라이스 치즈 피자치즈 고춧가루 고추장 간장 설탕 올리고당 참기름 후추 카레 가루 매 실액 다지다,Korean,Korean,O
1765,녹두 찹쌀 소금,Korean,Korean,O
1766,대파 계란 밥 간장 소금 후추,Korean,Japanese,X
1767,밥 순두부 쪽파 명란젓 계란 후 리카 게,Korean,Korean,O
1768,대패 삼겹살 파채 간장 설탕 깨소금 물엿 식초 참기름 배 설탕 식용유 청양고추,Korean,Korean,O
1769,돼지고기 다지다 유부 모듬 어묵 곤약 떡 밀가루 다시마 국물 멸치 양파 대파 물 국 간장 부추 고추,Korean,Korean,O
1770,닭고기 단호박 양배추 날치 간장 고춧가루 고추장 올리고당 매실 깨소금 참기름 다지다 후추 맛술 상추,Korean,Korean,O
1771,휘핑크림 우유 슬 라이스 치즈 설탕 소금 가래떡,Korean,Korean,O
1772,오징어 간장 굴소스 파프리카 고추 양파 참기름 깨 소금 후추,Korean,Korean,O
1773,느타리 간장 물 다지다 파 들깨,Korean,Korean,O
1774,새우 다지다 쇠고기 다지다 돼지고기 식용유 콩가루 간장 참기름 다지다 파 다지다 소금 설탕 후추 가루 어린잎채소,Korean,Korean,O
1775,김치 멸치 육수 콩나물 송송 써다 파 청양고추 다지다,Korean,Korean,O
1776,콩 고물 가루 찹쌀 가루 설탕 소금,Korean,Korean,O
1777,꼬막 밥 상추 간장 매 실액 고춧가루 다지다 참기름 맛술 깨 다지다 청양고추 다지다 고추 다지다 양파 쪽파,Korean,Korean,O
1778,밥 훈제오리 파프리카 소금 후추,Korean,Japanese,X
1779,감자 어묵 다지다 파 간장 미림,Korean,Japanese,X
1780,당면 사골 국물 대파 소금 후추 고춧가루,Korean,Korean,O
1781,소세지 파프리카 색 굴소스 미림,Korean,Korean,O
1782,소고기 주꾸미 애호박 양파 느타리버섯 쪽파 청홍 고추 숙주,Korean,Korean,O
1783,쇠고기 양지 무 느타리 콩나물 대파 고추 양념 다지다 국 간장 고춧가루 소금 후추,Korean,Korean,O
1784,오징어 배추 양파 대파 청양고추 고추 소금 후추 밀가루 물,Korean,Korean,O
1785,감자 양파 멸치 다시마 양념 다지다 양조 간장 고춧가루 고추장 물엿 설탕 깨 참기름,Korean,Korean,O
1786,갈다 소고기 묵은지 물 식용유 참깨,Korean,Korean,O
1787,밥 참치 명란 젓갈 양파 후 리카 게 참기름 맛술 소금 후추,Korean,Korean,O
1788,찹쌀 가루 미숫가루 설탕 소금 쌀 가루,Korean,Korean,O
1789,새우 대패 삼겹살 소금 후추 파슬리,Korean,Korean,O
1790,라면 양파 우유 청양고추 슬 라이스 치즈 다지다,Korean,Korean,O
1791,김치 양파 대파 감자 콩나물 다지다 김치 국물 소금 후추 밀가루 물 소금 식용유,Korean,Korean,O
1792,양파 파프리카 숙주 옥수수 냉동 족발 연 겨자 간장 머스타드 식초 설탕 간 맛술 올리고당,Korean,Korean,O
1793,무 들기름 다지다 물 들깨 가루 소금 후추,Korean,Korean,O
1794,새우 볶음밥 달걀 생크림 소금 후추 오일,Korean,Western,X
1795,참치 계란 양파 김,Korean,Japanese,X
1796,오징어 오이 양파 깨소금 설탕 고추장 고춧가루 참기름 다지다 물엿 깨소금 식초,Korean,Korean,O
1797,베이컨 김치 버터 쌀 치킨 스톡 치즈스틱 계란 굴소스 양송이버섯 다지다 소금 후추,Korean,Korean,O
1798,율무 호박 버섯 부추,Korean,Korean,O
1799,애호박 두부 버섯 갈다 돼지고기 박력 분 계란 소금 후추,Korean,Japanese,X
1800,삼치 간장 맛술 올리고당 즙 메추리 꽈리 고추 느타리버섯 물 소금,Korean,Korean,O
1801,두부 간장 고춧가루 올리고당 참기름 통깨 다지다 파 다지다 후추 소금 다지다 고추,Korean,Korean,O
1802,오이 쑥갓 설탕 소금 고춧가루 식초 다지다 고추장 참기름 부순 참깨,Korean,Korean,O
1803,고구마 고추장 설탕 굴소스 케첩 참기름 통깨,Korean,Korean,O
1804,양파 쭈꾸미 깻잎 밀가루 식초 설탕 간장,Korean,Korean,O
1805,꽃게 감자 무 애호박 대파 느타리버섯 물 국물 멸치 다시마 된장 고춧가루 다지다 후춧가루,Korean,Korean,O
1806,참치 설탕 후추 깻잎 단무지 김밥 김 밥,Korean,Korean,O
1807,굴 양파 대파 김 다시마 국물 멸치 양념 다지다 국 간장,Korean,Korean,O
1808,랭 이 떡 메추리 고추장 고춧가루 물 설탕 매 실액 소금 물엿 다지다,Korean,Korean,O
1809,미역 소고기 국 거리 다지다 국 간장 소금 참기름,Korean,Korean,O
1810,시금치 참기름 소금,Korean,Korean,O
1811,낫또 계란 소금 후추 케찹,Korean,Korean,O
1812,호떡 믹스 해바라기씨 메이플시럽 식용유,Korean,Korean,O
1813,계란 소금 물,Korean,Japanese,X
1814,전복 버터 스테이크 소스,Korean,Korean,O
1815,중면 사과 쌈 채소 참기름 깨 소스 초고추장 소스 고추장 물엿 다지다 설탕 소금,Korean,Korean,O
1816,소고기 국 거리 무 물 대파 참기름 소금 국 간장,Korean,Korean,O
1817,생선 내장 무 쑥갓 된장 고춧가루 새우 젓갈 국 간장 찌개 두부,Korean,Korean,O
1818,황태 채 달걀노른자,Korean,Korean,O
1819,떡볶이 떡 베이컨 양송이버섯 양파 크림소스 토마토소스 물,Korean,Western,X
1820,병아리 콩 파프리카 브로콜리,Korean,Korean,O
1821,밥 달걀 케첩 다지다 양파 비엔나 소세지 다지다 파프리카 하얗다 슬 라이스 치즈 소금 후추,Korean,Western,X
1822,만두 계란 대파 간장 다지다 물,Korean,Korean,O
1823,꼬막 간장 매 실액 고춧가루 다지다 참기름 맛술 깨 다지다 청양고추 다지다 고추 다지다 양파 쪽파,Korean,Korean,O
1824,맛 타다 버섯 채 써다 깔다 도라지 밀가루 소금 달걀,Korean,Korean,O
1825,감자 소금 다시 국 간장 애호박 양파 다지다 대파,Korean,Korean,O
1826,오징어 대파 양파 당근 고추 청양고추 양배추 물 식용유 설탕 다지다 고추장 진 간장 고춧가루 참기름 통깨,Korean,Korean,O
1827,유부 백미 호박 당근,Korean,Korean,O
1828,쇠고기 죽순 간장 맛술 후춧가루 다지다 소금 들깨 가루 들기름,Korean,Korean,O
1829,불리다 쌀 물 삶다 양배추 삶다 고구마,Korean,Korean,O
1830,불리다 쌀 물 닭 안심 애호박,Korean,Korean,O
1831,손질 낙지 애호박 당근 양파 굴소스 참기름 찬밥,Korean,Korean,O
1832,쭈꾸미 대파 청양고추 소스 밥 크림소스,Korean,Korean,O
1833,불리다 쌀 물 다지다 소고기 당근,Korean,Korean,O
1834,새우 부치다 가루 달걀 물 고추,Korean,Korean,O
1835,불리다 쌀 물 양배추,Korean,Korean,O
1836,멸치 깨 물 가루 쌀엿 설탕 다지다 후추 식용유,Korean,Korean,O
1837,불리다 쌀 물 소고기 애호박,Korean,Korean,O
1838,불리다 쌀 물 소고기 데친 시금치,Korean,Japanese,X
1839,고등어 무 양파 대파 청양고추 다지다 고춧가루 양조 간장 미림 물,Korean,Korean,O
1840,불리다 쌀 물 소고기,Korean,Korean,O
1841,불리다 쌀 물 연 두부,Korean,Japanese,X
1842,바나나 요거트,Korean,Korean,O
1843,단호박 요거트,Korean,Korean,O
1844,신 김치 양파 참치 달걀,Korean,Korean,O
1845,불리다 쌀 물 브로콜리,Korean,Korean,O
1846,불리다 쌀 물 연 두부 애호박,Korean,Korean,O
1847,배 뜨겁다 물,Korean,Korean,O
1848,불리다 쌀 물 사과,Korean,Korean,O
1849,불리다 쌀 물 애호박,Korean,Korean,O
1850,고구마 뜨겁다 물 또는 분유,Korean,Korean,O
1851,사과 뜨겁다 물 또는 분유,Korean,Korean,O
1852,불리다 쌀 물 감자,Korean,Korean,O
1853,당근 뜨겁다 물,Korean,Japanese,X
1854,쌀 물,Korean,Korean,O
1855,바나나 뜨겁다 물,Korean,Korean,O
1856,불리다 쌀 배 물,Korean,Korean,O
1857,불리다 쌀 물 소고기 표고버섯 참기름,Korean,Japanese,X
1858,쌀 물 소고기 불리다 미역 참기름,Korean,Korean,O
1859,단호박 뜨겁다 물 또는 분유,Korean,Korean,O
1860,양파 스팸 김치 김,Korean,Korean,O
1861,불리다 쌀 물 소고기 감자,Korean,Korean,O
1862,쌀 물,Korean,Korean,O
1863,오징어 찹쌀 당근 양파 부추,Korean,Korean,O
1864,쌀 단호박 물,Korean,Korean,O
1865,팥 찹쌀 가루 쌀 가루,Korean,Korean,O
1866,당면 양파 당근 깻잎 숙주 식용유 고춧가루 참기름 설탕 간장 까나리 액젓 고추장,Korean,Korean,O
1867,손질 미니 갑오징어 양배추 고추기름 굴소스 설탕 고추장 후춧가루,Korean,Korean,O
1868,냉동 삼겹살 청양고추 꽈리 고추 물 다지다 설탕 간장 파 깨,Korean,Japanese,X
1869,콩나물 흙애 서 백미 다지다 쇠고기,Korean,Korean,O
1870,김치 돼지 앞다리 김치 국물 물 파,Korean,Korean,O
1871,김치 메밀가루 달걀 물 간장 식초 깨 소금,Korean,Korean,O
1872,남다 떡볶이 김 밥 계란 올리브유,Korean,Japanese,X
1873,도토리 양파 부추 미나리 상추 고추 고추 양념 간장 설탕 고춧가루 크다 깨 참기름,Korean,Korean,O
1874,된장 호박 청양고추 표고버섯,Korean,Japanese,X
1875,참치 순두부,Korean,Korean,O
1876,찹쌀 가루 단호박 팥,Korean,Korean,O
1877,계란 양파 당근 부추 파 마산 치즈 가루,Korean,Japanese,X
1878,김 계란 오이 당근 단무지 햄 오뎅 크다 레미 우엉 참치 깻잎,Korean,Korean,O
1879,닭 쌀 감자 당근 양파,Korean,Korean,O
1880,떡볶이 오뎅 소시지 피자치즈 양배추 양파 대파 고추장 고춧가루 간장 설탕 다지다 후추 페퍼 론 치노,Korean,Korean,O
1881,지 삶다 얼 갈이 느타리버섯 콩나물 대파 청양고추 고추 된장 고춧가루 다지다 국 간장 들깨 가루 소금,Korean,Korean,O
1882,청경채 사과 고춧가루 올리고당 식초 다지다 고추장 참깨 참기름,Korean,Korean,O
1883,맛 타다 버섯 소금 다지다 들깨 가루 들기름,Korean,Korean,O
1884,생 닭 흙애 서 녹두 전복 찹쌀,Korean,Korean,O
1885,스팸 참치 양파 계란 김 가루 데리야끼 소스 부추 또는 파,Korean,Japanese,X
1886,남다 젓갈 양념 백미 밥,Korean,Korean,O
1887,감자 수제비 다시 육수 들깨 가루 찹쌀 가루 소금 애호박 느타리버섯,Korean,Korean,O
1888,소고기 불고기 느타리 쌀밥 특수 야채 또는 쌈 채소 불고기 양념 양조 간장 설탕 미림 다지다 후추 참기름 소스 양조 간장 설탕 미림,Korean,Korean,O
1889,닭 양파 파 통후추 고추 가루 다지다 파 청양고추 후추,Korean,Korean,O
1890,단호박 새다 리 당근 양파 샬롯 야채 육수 물 우유 메이플시럽 꿀 통후추 타임 클로브 월계수 시나몬 스틱,Western,Western,O
1891,연어 로메 인 상추 토마토 파프리카 적 양파 아보카도 페타 치즈 올리브오일 레몬 즙 다지다 디존 머스터드 꿀 드라이 바질 드라이 오레가노 소금 후추 레몬 제스트 셀러리 새싹 다지다 파슬리,Western,Western,O
1892,토마토 양파 새다 리 소금 꿀 설탕 액 상 치킨 스탁 월계수 드라이 타임 바질 오레가노 올리브오일,Western,Western,O
1893,딸기 어린잎채소 블루베리 스트링치즈 바게트 빵 크림 치즈 올리브유 꿀 소금 다지다 귤청 레몬 즙 후추 가루,Western,Western,O
1894,닭 가슴 살 양송이버섯 생크림 우유 버터 다지다 후추 소금 레드와인,Western,Western,O
1895,베이컨 계란 바게트 빵,Western,Western,O
1896,베이컨 아스파라거스 소금 버터,Western,Western,O
1897,스파게티 면 새싹 채소 베이컨 옥수수 통조림 메추리 진 간장 설탕 발사믹 식초 레몬 즙 다지다 올리브유,Western,Western,O
1898,생 칵테일 새우 대다 올리브유 페페 론 치노 소금 통후추 가루,Western,Western,O
1899,닭다리 살 닭다리 살 정육 은 대형 마트 코스트코 에서 구매 쯔유 소금 올리고당 다지다 통후추 올리브유,Western,Korean,X
1900,빠삐코 바 휘핑크림 롯데 샌드 코코 볼,Western,Korean,X
1901,식빵 키스 틱 크림 치즈 롤 계란 빵가루,Western,Western,O
1902,키스 틱 체다 치즈 베이컨 김밥,Western,Western,O
1903,파스타 면 양파 후추 파슬리 파 마산 치즈 소금 페페 론 치노 베이컨 올리브오일,Western,Western,O
1904,별 난바 톡톡 우유 얼음 에스프레소 커피우유 바닐라 아이스크림 시리얼 토핑 초코 시럽 각종 토핑,Western,Western,O
1905,별 난바 톡톡 에스프레소 커피우유 우유 얼음 휘핑크림 초콜렛 각종 토핑,Western,Western,O
1906,김치 의성 로스 파다 또띠아 피자 소스 옥수수 콘 피자치즈 파프리카 피망 새우 양파,Western,Korean,X
1907,의성 로스 파다 오리고기 쌈무 무순 파프리카 양파 각종 야채,Western,Western,O
1908,감자 삶다 우동 면 카레 가루 우유 생크림 양파 베이컨,Western,Western,O
1909,차돌박이 파스타 면 양파 파프리카 적 노 우유 생크림 파 마산 치즈 가루,Western,Western,O
1910,토마토 설탕 레몬 즙 우유 물 연유,Western,Western,O
1911,스파게티 소금 차돌박이 청양고추 쪽파 올리브유 간장 굴소스 설탕 맛술 후추,Western,Western,O
1912,라자냐 양파 참치 토마토소스 모짜렐라 치즈 소금 후추 올리브유,Western,Western,O
1913,즉석밥 우유 휘핑크림 설탕 바닐라 빈 냉동 망고 라즈베리 허브,Western,Western,O
1914,밥 양파 감자 당근 피망 피망 베이컨 체다 치즈 식용유 간장 소금 후추 밀가루 빵가루 달걀 콜리플라워 양파 버터 타임 파슬리 우유 생크림 올리브유 소금 후추,Western,Western,O
1915,가지 토마토소스 어리다 파 마산 치즈 가루 방울토마토 올리브오일 소금 후추,Western,Western,O
1916,식빵 계란 녹 인버터 설탕 소금 후추 파슬리 가루,Western,Western,O
1917,달걀 감자 양파 파 마산 치즈 우유 버터 소금 후추 파슬리 가루,Western,Western,O
1918,식빵 블루베리 잼 크림 치즈,Western,Western,O
1919,닭 가슴 살 양파 버터 밀가루 레몬 화이트와인 로즈마리 소금 후추 올리브오일,Western,Western,O
1920,크레페 믹스 가루 달걀 물 녹 인버터 슬 라이스 햄 달걀 루꼴 라 베이컨 모짜렐라 치즈 적 양파 후추 발사믹 크림,Western,Western,O
1921,베이컨 올리고당 크다 설탕 크다,Western,Western,O
1922,쌀 닭다리 살 애호박 새 송이버섯 토마토 방울토마토 양파 새우 바지락 오징어 몸통 레몬 파슬리 강황 가루 파프리카 가루 샤프란 올리브유,Western,Western,O
1923,청포도 우유 생크림 설탕 판 젤라틴 설탕 물,Western,Western,O
1924,라자냐 김치 베이컨 양파 식용유 스트링치즈,Western,Western,O
1925,페투치 니 파스타 면 양파 양송이 고추 쪽파 스팸 식용유 면수 고춧가루,Western,Western,O
1926,버거 번 다지다 목살 다지다 양지 가염 버터 아보카도 베이컨 체다 치즈 토마토 슬 라이스 양파 슬 라이스 로메 인 양상추 소금 후추 크러시 드레드 페퍼 사워크림 또는 플레인 요거트 다지다 피클,Western,Western,O
1927,오트밀 바게트 돼지고기 볶음 오이 양파 칠리소스 흑설탕 굴소스 다지다 맛술 후춧가루,Western,Western,O
1928,동원 훈제 연어 크림 치즈 홀스래디쉬 소스 다지다 양파 어리다 채소 케이 퍼,Western,Western,O
1929,구 울다 다지다 쇠고기 다지다 돼지고기 다지다 양파 다지다 계란 물 빵가루 소금 후추,Western,Western,O
1930,마카로니 베이컨 버터 밀가루 우유 모짜렐라 치즈 체다 치즈 소금 후추 파슬리,Western,Western,O
1931,블루베리 체리 꿀 판 젤라틴 레몬 즙,Western,Western,O
1932,닭 날개 셀러리 미림 소금 후추 소스 핫소스 버터 토마토 케찹 크림 치즈 소스 크림 치즈 플레인 요거트 소금,Western,Western,O
1933,애플 민트 레몬 자몽 라임 얼음 탄산수 꿀,Western,Western,O
1934,감자 튀김 베이컨 식용유 슬 라이스 치즈 피자치즈 파슬리 가루,Western,Western,O
1935,양상추 청포도 루꼴 라 리코 타 치즈 시판 발사믹 드레싱 올리브유,Western,Western,O
1936,쥬키 니 호박 파프리카 닭 가슴 살 토마토소스 슈 레드 치즈 밥 올리브유 소금 후춧가루 파슬리 가루,Western,Western,O
1937,애호박 가지 토마토 토마토 소스 파슬리 파 마산 치즈 가루 올리브오일,Western,Western,O
1938,두부 설탕 생크림 레몬 즙 인스턴트 커피 뜨겁다 물 찬물 코코아파우더,Western,Western,O
1939,김 밥 모짜렐라 치즈 옥수수 소시지 양파 피망 토마토소스 소금 후추,Western,Western,O
1940,스테이크 고기 소금 후추 말리다 고추 진 간장 올리브유 케이준 파우더 갈릭 파우더 바질 말리다 월계수 넛맥 파우더 미림,Western,Korean,X
1941,쇠고기 양파 피망 당근 브로콜리 발사믹 식초 스테이크 소스 맛술 물엿 후추,Western,Western,O
1942,그린 홍합 올리고당 레몬 즙 다지다 파슬리 가루 피자치즈 다지다 양파 다지다 파프리카 후추 다지다 양파 다지다 파프리카 다지다 청양고추 화이트와인 올리브유 토마토 소스 후추 소금,Western,Western,O
1943,박력 분 버터 달걀 황 설탕 소금 덧 밀가루 호두 달걀 황 설탕 물엿 녹 인버터 시나몬 파우더,Western,Western,O
1944,식빵 숏 파스타 푸실리 펜네 등 양파 다지다 베이컨 레토르트 토마토소스 모짜렐라 치즈 후추,Western,Western,O
1945,스파게티 소금 게맛살 부추 페페 로 치노 토마토소스 후춧가루 치즈 가루,Western,Western,O
1946,단백질 통밀 팬케이크 딸기 바나나 데이 시럽,Western,Western,O
1947,강력 분 소금 따뜻하다 우유 연유 버터 드라이 이스트 통조림 옥수수,Western,Western,O
1948,스파게티 면 양송이버섯 청양고추 슬 라이스 햄 소금 후추 우유 생크림 슬 라이스 체다 치즈 파슬리 올리브유,Western,Western,O
1949,호떡 믹스 물 토마토소스 모짜렐라 치즈 올리브 바질 식용유,Western,Western,O
1950,사과 황 설탕 레몬 즙 계피 가루,Western,Western,O
1951,제 육 볶음 고기 양파 대파 제 육 볶음 양념 고추장 다지다 백 설탕 말리다 고추 고추 가루 물 진 간장 참기름 후추 치즈 소스 우유 생크림 슬 라이스 치즈 모짜렐라 치즈 후추,Western,Korean,X
1952,에그 팬 계란 우유 박력 분 오일 코코아 가루 설탕 생크림 누텔라,Western,Western,O
1953,나래 바 보다 인 스테이크 버터 타임 양파 양송이,Western,Western,O
1954,흰자 슈가 파우더 바닐라 액 빨강 색소 레몬 즙,Western,Western,O
1955,딸기 식빵 생크림 크림 치즈 설탕 녹 인버터 슈가 파우더,Western,Western,O
1956,스파게티 딸리다 아딸 레 모시조개 쪽파 화이트와인 올리브유 말리다 고추 다지다 버터 후추 소금 백 설탕 파 마산 치즈 가루,Western,Western,O
1957,연어 링귀 니 소금 후추 올리브오일 파슬리 크러쉬 드 칠 리페 퍼,Western,Western,O
1958,게맛살 사과 당근 양상추 식빵 레몬 즙 씨 겨자,Western,Western,O
1959,페투치 니 딸리다 아딸 레 베이컨 토핑용 치즈 후추 말리다 고추 파슬리 바질 말리다 버터크림 소스 버터 희다 우유 체다 치즈 계란노른자 파 마산 치즈 가루,Western,Western,O
1960,생크림 우유 버터 설탕 바닐라 에센스 물엿,Western,Western,O
1961,핫케익 가루 우유 계란 견과류,Western,Western,O
1962,설탕 물 물엿 젤라틴 코코아 가루 계란 흰자 전분,Western,Western,O
1963,블랙 타이거 새우 피자치즈 소금 후추 버터,Western,Western,O
1964,누텔라 우유 설탕 계란노른자 젤라틴 휘핑크림,Western,Western,O
1965,빵 버터 팥 앙금,Western,Korean,X
1966,딸기 카스테라 생크림 케이크 시럽 설탕 물 글 라 사 쥬 생크림 설탕 물 코코아파우더 젤라틴,Western,Western,O
1967,계란 박력 분 베이킹파우더 설탕 우유 딸기 바나나 메이플시럽 슈가 파우더,Western,Western,O
1968,햄버거 빵 슬 라이스 치즈 떡갈비 표고버섯 믹스 야채,Western,Western,O
1969,홈런 볼 달걀노른자 설탕 크림 치즈 생크림 블랙 커피믹스 코코아 가루,Western,Western,O
1970,핫도그 빵 계란 감자 설탕 머스터드 소스,Western,Western,O
1971,숏 파스타 베이컨 양송이버섯 블랙 올리브 올리브유 다지다 생크림 우유 파 마산 치즈 가루 소금 후춧가루 간장,Western,Western,O
1972,믹스 야채 방울토마토 치킨너겟,Western,Western,O
1973,박력 분 버터 설탕 코코아파우더 다크 초콜릿 슈가 파우더 계란,Western,Western,O
1974,랍 스타 피망 모짜렐라 치즈 라면 밥 굴소스 쪽파,Western,Western,O
1975,감자 샌드위치 햄 체다 치즈 견과류 연유,Western,Western,O
1976,소 안심 양송이버섯 크레이프 반죽 페이스트리 반죽,Western,Western,O
1977,계란 베이컨 방울토마토 할라피뇨 피자치즈 소금 후추,Western,Western,O
1978,바게트 빵 크림 치즈 연유 베이컨 피자치즈,Western,Western,O
1979,핫케익 가루 계란 우유 초콜릿 버터,Western,Western,O
1980,식빵 크림 치즈 버터 루 토스 스프레드 녹차 스프레드 딸기 잼 레몬 잼 민트 초코 시럽,Western,Western,O
1981,우유 물 버터 밀가루 식빵 올리브유 소금 후추 파슬리,Western,Western,O
1982,과일 식빵 휘핑크림,Western,Western,O
1983,투게더 아이스크림 계란노른자 설탕,Western,Western,O
1984,식빵 달걀 소세지 토마토 소금 후추 우유,Western,Western,O
1985,크다 햇반 생크림 소스 크림 파스타 소스 냉동 새우 냉동 오징어 링 냉동 가리비 관자 방울토마토 베이컨 냉동 자숙 바지락 화이트 와인 깔다 양파 다지다 올리브 오일 루꼴 라 펜시 파 마산 치즈 샤프란,Western,Western,O
1986,다지다 소고기 양파 당근 새다 리 쪽파 케찹 우스터소스 다지다 설탕 후추 말리다 허브 달걀 밥 식용유 밀가루 버터 물,Western,Japanese,X
1987,남다 카레 분 카레 로 대체 가능 남다 치킨 치키다 로 대체 가능 닭다리 살구 워 넣다 가능 또띠아 모짜렐라 치즈,Western,Western,O
1988,해쉬 브라운 달걀 토마토 작다 것 크로와상 케찹 쌈 채소 피망,Western,Western,O
1989,계란 감자 양파 양송이버섯 소금 버터 모짜렐라 치즈 딸기 잼 크림 치즈,Western,Western,O
1990,팬 네 치즈 옥수수 콘 스팸 우유 소금 후추,Western,Western,O
1991,호 닭 삼계탕 바질 말리다 펜넬 씨 버터 양파 찹쌀 소금 후추,Western,Korean,X
1992,닭 가슴 살 크림 치즈 모짜렐라 치즈 올리브유 버터 파슬리 소금 후추 소스 딸기 잼 크랜베리 주스 물 레몬 즙 올리고당 토마토 케찹 바베큐 소스 백 설탕 후추,Western,Western,O
1993,버거 패티 양념 반달 감자 참깨 브리 오쉬 토마토 브리 오쉬 번 적 양파 케찹 베이비 딜 피클 베이컨 로메 인 머스타드 체다 슬 라이스 치즈,Western,Western,O
1994,크림소스 빠 네 스파게티 니 무 피클 베이컨 양파 차다 양송이버섯 방울토마토 올리브오일 발사믹 드레싱 파 마산 치즈 로메 인 치 커리 적 근대 볶음 아마 씨 햄프 씨드 파슬리 가루,Western,Western,O
1995,소고기 스테이크 양송이버섯 당근 감자 베이컨 밀가루 치킨 스톡 토마토 페이스 트 소금 백 설탕 후추 버터 월계수 드라이 레드와인 미림,Western,Western,O
1996,단호박 브로콜리 양파 버터 우유 시나몬,Western,Western,O
1997,딸기 물 설탕,Western,Japanese,X
1998,해남군 고구마 생크림 카스테라,Western,Western,O
1999,딸기 식빵 버터 꿀 생크림 아몬드 슬 라이스,Western,Western,O
2000,피자 반죽 밀가루 미지근하다 물 백 설탕 소금 인스턴트 드라이 이스트 오일 토마토 파스타 숏 파스타 토마토 양파 소금 바질 말리다 백 설탕 토마토 케찹 후추 베이컨 기타 모짜렐라 치즈,Western,Western,O
2001,단호박 꿀 시나몬 가루 우유,Western,Western,O
2002,닭 토마토 양파 다지다 바질 말리다 버터 토마토 케찹 백 설탕 소금 후추 파 마산 치즈 가루 파슬리,Western,Western,O
2003,펜네 모짜렐라 치즈 파 마산 치즈 가루 다지다 고춧가루 토마토소스 고추장 물엿 후춧가루,Western,Western,O
2004,스파게티 면 휘핑크림 크림 치즈 모짜렐라 치즈 양파 스팸 소금 후추,Western,Western,O
2005,식빵 슬 라이스 햄 슬 라이스 치즈 딸기 잼,Western,Western,O
2006,맥앤치즈 계란 밀가루 빵가루 튀기다 기름,Western,Western,O
2007,글레이 즈 드 도넛 스팸 슬 라이스 치즈 크림 치즈 계란 밀가루 빵가루 튀기다 기름,Western,Western,O
2008,호박 가지 감자 양파 소시지 블랙 올리브 모짜렐라 치즈 밀가루 강력 분 드라이 이스트 소금 설탕 따뜻하다 물 올리브유,Western,Western,O
2009,옥수수 콘 양파 우유 버터 소금 후추,Western,Western,O
2010,닭 날개 전분 가루 소금 후추 양념 소스 토마토 케찹 칠리소스 식초 백 설탕 다지다 양파 바베큐 소스,Western,Western,O
2011,사과 식용유 핫케익 가루 메이플시럽 슈가 파우더 시나몬 파우더,Western,Western,O
2012,두피 소시지 옥수수 콘 피자치즈 토마토 스파게티 소스,Western,Western,O
2013,꽃게 스파게티 면 양파 버터 시판 토마토소스 미림 생크림 바질 말리다 소금 후추 고추 가루,Western,Western,O
2014,고구마 달걀 토마토 옥수수 콘 베이비 야채 버터,Western,Western,O
2015,자두 사이다 민트 얼음 설탕,Western,Western,O
2016,소고기 페투치네 휘핑크림 양파 새송이 소금 후추,Western,Western,O
2017,콘킬 리오니 크림 치즈 시금치 모짜렐라 치즈 후추 토마토소스 칠리 후 레이크,Western,Western,O
2018,라자냐 토마토소스 치즈 시금치 양유 치즈,Western,Western,O
2019,고구마 우유 설탕,Western,Western,O
2020,불리다 쌀 생크림 우유 소금 후추 파 마산 치킨 스톡 양파 버섯,Western,Western,O
2021,블루 치즈 펜네 양파 생크림 소금 후추 베이컨,Western,Western,O
2022,모닝 롤 감자 달걀 오이 양파 당근 소금 버터,Western,Western,O
2023,닭 가슴 살 크림 치즈 크랜베리 크다 설탕 크다 레몬 즙 크다 소금 꼬집다 후추,Western,Western,O
2024,마카로니 인 베이컨 빵가루 크다 버터 크다 밀가루 크다 우유 슬 라이스 치즈 후추 소금 넛맥 가루 핫소스 파슬리,Western,Western,O
2025,소고기 등심 페투치니 면 프레 도 크림소스 우유 고추 양파,Western,Western,O
2026,닭 가슴 살 당근 양파 분유,Western,Japanese,X
2027,소고기 소금 후추 토마토 소스 생 모짜렐라 바질,Western,Western,O
2028,감자 양파 표고버섯 버터 물 생크림 또는 우유 소금 후추 슬 라이스 치즈 식빵 고형 치킨 스톡 파 마산 치즈 가루,Western,Western,O
2029,홍합 고추 쪽파 샬럿 올리브유 화이트와인 후추,Western,Western,O
2030,식빵 계란 백 설탕 연유 레몬 즙 치킨 스톡 후추,Western,Western,O
2031,스파게티 면 방울토마토 양파 물 토마토 케찹 백 설탕 후추 소금 치킨 스톡 바질 파슬리 파 마산 치즈,Western,Western,O
2032,호떡 믹스 소세지 슬 라이스 치즈 설탕 케첩,Western,Western,O
2033,희다 살 생선 감자 맥주 이스트 밀가루 식초 마 요 소스 연유 식초 후추 오이 피클 할라피뇨,Western,Western,O
2034,칵테일 새우 하다 라피 뇨 고추 올리브유 굴소스,Western,Western,O
2035,다지다 쇠고기 페투치네 면 클래식 프레 도 크림소스 올리브유 소금 후추,Western,Western,O
2036,바게트 설탕 버터 시나몬,Western,Western,O
2037,양파 계란 우유 튀김 가루 카레 가루 소금 후추 튀기다 기름,Western,Japanese,X
2038,에스프레소 설탕 얼음,Western,Western,O
2039,닭다리 치킨 튀김 가루 물 우유 소금 후추 튀기다 기름,Western,Japanese,X
